Laura Nuevos Expedientes,24,11,8,estipula que se trata de una indemnización y el tipo de actividad; así como los domicilios y nombres correctos,6,las prestaciones se enumeran pero no se detallan ni se estipulan montos o fechas de éstas,8,se establecen los hechos básicos de forma clara y sucinta; pero no se detallan aspectos del salario o contrato,6,"se detallan algunos artículos, pero no se presenta una lista exhaustiva de la parte de derecho",7,se especificia que se tenga por presentada la demanda y demás puntos petitorios relevantes del caso,8,40,10,7000, ,2021-02-07T23:36:19.589Z,2021-02-07T23:44:27.617Z,2021-02-07T23:44:27.820Z,2021-02-07T23:44:44.121Z
Laura Nuevos Expedientes,24,12,8,se especifican los nombres completos de las demandadas y se señala actividad de la empresa,7,las prestaciones son correctamente enumeradas pero no se establecen detalles sobre el caso especifico .,8,se narran las cuestiones básicas de forma clara; pero faltan muchos detalles del contrato y salarios,6,se establecen los artículos de la ley federal relevantes pero no se separa por los de fondo y forma,8,se pide que se tenga por presentada la demanda inicial y demás puntos petitorios relevantes,7,50,5,25000, ,2021-02-07T23:44:52.881Z,2021-02-07T23:48:41.020Z,2021-02-07T23:48:41.218Z,2021-02-07T23:48:51.240Z
Laura Nuevos Expedientes,24,13,5,no establece actividad de la empresa ni proporciona mas nombres que la razón social; no dice que tipo de juicio es ,9,se establecen prestaciones adecuadas y se establece el calculo del monto de cada una de ellas,8,se narran adecuadamente los hechos y con detalles; sin embargo no menciona pruebas de la relación laboral,8,se establecen adecuadamente los derechos y se mencionan los de procedimientos y formas de la ley,8,se pide que se tenga por presentado el escrito inicial y se pide emplazar a los demandados,8,30,10,6000, ,2021-02-07T23:48:57.031Z,2021-02-07T23:53:54.464Z,2021-02-07T23:53:54.658Z,2021-02-07T23:54:10.503Z
Laura Nuevos Expedientes,24,14,8,se estipula domicilio y nombresadecuadamente; no estipula si sera indemnización o reinstalación; los demás elementos son adecuados,6,"las prestaciones son enumeradas de forma muy sencilla sin detalle, no hay montos ni fechas",6,los hechos están pobremente narrados; el primer párrafo no tiene una coherencia lógica y se ve que se borraron algunas lineas del machote. ,7,el derecho esta bien establecido pero no es una lista exhaustiva de los artículos relevantes,8,los puntos petitorios se presentan adecuadamente pero no pide se admita personalidad ni pide emplazar a los demandados,6,60,0,150000, ,2021-02-07T23:54:15.524Z,2021-02-08T00:01:56.952Z,2021-02-08T00:01:57.157Z,2021-02-08T00:02:17.273Z
Laura Nuevos Expedientes,24,15,8,se estipula la actividad de la empresa y los nombres y domicilios de manera adecuada ,9,las prestaciones se señalan adecuadamente y se indica los montos y fechas de cada una de ellas,8,SE RELATAN LOS ASPECTOS BASICOS DE los hechos aunque falta detalle sobre salario y contratación,4,"unicamente se estipulan los artículos generales, se enumeran un par de ellos sin especificar los de la ley de trabajo",7,se especifican los puntos petitorios relevantes pero no se pide que se admita la personalidad ,8,30,10,5000, ,2021-02-08T00:02:20.783Z,2021-02-08T00:08:21.913Z,2021-02-08T00:08:22.453Z,2021-02-08T00:08:41.122Z
Laura Nuevos Expedientes,24,16,9,Contiene actividad del patron y tipo de juicio laboral; nombre sy dirección bien especificada .,7,las prestaciones unicamente se encuentran enumeradas y no especifican montos o fechas que las justifiquen,8,"se redactan los hechos básicos de la demandas, pero no se establecen pruebas de la relación laboral o detalles del contrato",7,"no se separa los artículos por aquellos de fondo y los de procedimiento, no es una lista exhaustiva ",9,"reconoce caracter con que se ostenta, pide dar entrada a la demanda y emplazar a los demandados",8,35,10,7000, ,2021-02-08T05:16:15.207Z,2021-02-08T05:58:36.745Z,2021-02-08T05:58:36.968Z,2021-02-08T05:59:06.640Z
Laura Nuevos Expedientes,24,17,8,"señala la actividad y tipo de juicio laboral, señala nombre y domicilios completos . . ",7,endear las prestaciones de forma muy escueta sin descripciones sin las fechas o periodos de cada una ,8,"relata los hechos básicos, sin embargo no señalapruebas como tarjetas de asistencia entre otras .",6,señala los artículos de derecho pero no presenta una lista exhaustiva de todos los que aplican al caso,8,señala adecuadamente los puntos petitorios y se observa que la firma fue puesta adecuadamente; pide tener por presentado el escrito y ser admitida personalidad ,8,40,10,12000, ,2021-02-08T05:59:10.887Z,2021-02-08T06:24:28.198Z,2021-02-08T06:24:28.401Z,2021-02-08T06:24:51.678Z
Laura Nuevos Expedientes,24,18,9,"se estipula adecuadamente actividad, tipo de juicio, nombres y domicilios de las personas en cuestión",5,unicamente enumera las prestaciones en un párrafo sin mayor explicación y luego las mezcla al final de los hechos,7,"señala los datos básicos de los hechos, pero no da detalles de relación laboral ni menciona pruebas de relación laboral",6,"separa los artículos en los de fondo y procedimiento, pero habla de código laboral de forma inadecuada",9,"estipula los puntos petitorios relenvantes como reconocer personalidad, tener por presentado el escrito entre otros",6,35,5,11000, ,2021-02-08T16:37:27.865Z,2021-02-08T16:50:21.831Z,2021-02-08T16:50:22.145Z,2021-02-08T16:51:30.949Z
Laura Nuevos Expedientes,24,19,6,"No se incluyen nombres completos de demandados, lo que hace difícil la identificación y notificación",8,se enumeran y describen brevemente las prestaciones pero no se mencionan periodos ni montos de cada una,8,se mencionan los aspectos básicos de la demanda aunque no se describen detalladamente los hechos ,7,se mencionan los artículos correspondientes sin distinguir si es de forma o fondo las regulaciones,7,se enumeran los puntos petitorios importantes pero no se menciona el reconocimiento de la personalidad,7,30,5,37000, ,2021-02-08T16:51:36.160Z,2021-02-08T17:00:10.713Z,2021-02-08T17:00:10.972Z,2021-02-08T17:00:29.876Z
Laura Nuevos Expedientes,24,20,7,"se dirige la demanda al presidente de la junta, los apellidos de demandados no están completos",7,"estipula las prestaciones, pero no establece fechas ni montos específicos salvo para algunas cuantas prestaciones",7,"Si bien especifica las cuestiones básicas, no menciona datos como el lugar de trabajo ni el tipo de contrato",6,"si bien estipula los principales artículos, lo hace e manera muy general y sin establecer cuáles son de forma y cuáles son de procedimiento",6,pide se admita la representación pero no pide que se admita el escrito en tiempo y forma,6,40,10,15000, ,2021-02-16T19:17:26.410Z,2021-02-16T19:22:25.512Z,2021-02-16T19:22:25.717Z,2021-02-16T19:22:56.660Z
Laura Nuevos Expedientes,24,21,7,"No menciona el tipo de acción, ni están completos los apellidos de demandados y no pone CP del domicilio",8,"no menciona las fechas, periodos o montos que debe pagarse al trabajador, enumera las prestaciones correctamente",8,"Se mencionan los hechos básicos y se detalla el salario recibido, pero no se mencionan formas de probar relación laboral",7,"no se presentan los artículos relativos de procedimiento y los de forma, es una parte escueta",7,se omiten algunos petitorios como admitir en forma el escrito y el enviar copias al demandado ,7,30,5,125000, ,2021-02-16T22:06:41.855Z,2021-02-16T22:27:12.543Z,2021-02-16T22:27:12.743Z,2021-02-16T22:27:38.334Z
Laura Nuevos Expedientes,24,22,6,los nombres de los demandados no están completos y no se menciona la actividad de la empresa,9,menciona monto a pagar así como los periodos y fechas de las prestaciones; se especifican correctamente las prestaciones,8,menciona que se enviaban mensajes como prueba de relación laboral aunque omite más detalles del contrato; estipula lo básico,7,solo menciona los de procedimiento y omite los de forma; hace una mención muy general de todos los artículos,8,Menciona el que se acepte el escrito en tiempo y forma y el reconocimiento de la personalidad,7,40,5,80000, ,2021-02-16T22:27:43.193Z,2021-02-16T22:33:18.292Z,2021-02-16T22:33:18.500Z,2021-02-16T22:33:48.237Z
Laura Nuevos Expedientes,24,23,8,"menciona la actividad y la acción principal, aunque solo la menciona ene le rubro, todo lo demás bien",7,"menciona las prestaciones correctas aunque no señala fechas, periodos o montos de las prestaciones del trabajador",8,"es sencilla, menciona las cuestiones básicas aunque omite detalles del tipo de contrato laboral y pruebas de la relación laboral",7,señala en general los artículos pero no los clasifica por aquellos de forma y los de procedimiento,8,"señala los petitorios importantes, quizá falta el de admitir el escrito en tiempo y forma",8,40,5,12000, ,2021-02-16T22:33:52.045Z,2021-02-16T22:38:46.228Z,2021-02-16T22:38:46.442Z,2021-02-16T22:39:04.218Z
Laura Nuevos Expedientes,24,24,7,"falta el apellido de la demandada, aunque hay otras empresas mencionados: todo lo demás bien",7,se mencionan las prestaciones adecuados y se describen en lo que consisten pero no se indican montos ni periodos,8,"se menciona las cuestiones básicas, se mencionan documentos para probar salarios, falta mayor detalle de contrato y lugar donde laboró",7,"se menciona de manera general todos los artículos, pero no se señala los que son de forma y procedimiento",9,"menciona el reconocimiento de la personalidad, admitir escrito y copias para demandados, todos los relevantes",8,30,5,12000, ,2021-02-16T22:39:09.909Z,2021-02-16T22:44:05.479Z,2021-02-16T22:44:05.711Z,2021-02-16T22:44:22.042Z
Laura Nuevos Expedientes,24,25,7,no se mencionan los nombres completos de los demandados; todo lo demas es preciso .,7,se señalan las prestaciones correctas pero no menciona periodos o fechas o montos exactos en cuestiones,8,es una demanda sencilla pues solo son finiquitos y no despido injustificado; describe todo lo necesario,6,minion de forma muy general los artículos; no precisa los de forma y los de fondo,0,no hay petitorios sino pruebas; es un juicio especial entonces no es comparable con el resto de las demandas,5,50,5,10000, ,2021-02-16T22:44:26.200Z,2021-02-16T22:54:52.288Z,2021-02-16T22:54:52.507Z,2021-02-16T22:55:12.860Z
Laura Nuevos Expedientes,24,26,7,omite el apellido de lso demandados (quizá son extranjeros); la acción y actividad de la empresa solo están en rubro,6,"las prestaciones están demasiado largas, pudo haber sido más concreto; no señala periodo, fechas o monto de ellas",8,"señala las cuestiones básicas, aunque no detalla cuestiones del contrato laboral o lugar donde laboraba",7,"si bien menciona artículos de forma y procedimiento, no los clasifica de acuerdo a la categoría",8,no señala dar entrada a la demanda en forma y tiempo adecuado; todos los demás son correctos,7,50,10,15000, ,2021-02-16T22:55:16.785Z,2021-02-16T23:02:07.459Z,2021-02-16T23:02:07.683Z,2021-02-16T23:02:40.529Z
Laura Nuevos Expedientes,24,27,8,se mencionan todos los elementos; aunque la actividad de la empresa y la acción principal solo están en rubro,7,"se mencionan las prestaciones adecuadas, pero no se detallan cantidades ni periodos o fechas de éstas",8,"se menciona los datos básicos de los hechos, pero no sé da mayor detalle sobre el contrato laboral",7,"se menciona artículos en general y si bien se mencionan los artículos de forma y proceso, no se clasifican",8,se mencionan petitorios importantes como dar entrada a demanda y admitir representación del actor .,8,50,5,45000, ,2021-02-16T23:02:45.161Z,2021-02-16T23:08:59.519Z,2021-02-16T23:08:59.743Z,2021-02-16T23:09:13.215Z
Laura Nuevos Expedientes,24,28,7,se dirige a la presidenta de la junta erróneamente; actividad y acción principal solo están en rubro,8,se enumeran y describen adecuadamente las prestaciones; aunque no se detallan periodos o fechas o montos,8,"se detalla de manera adecuada los hechos, aunque no se dan detalles de la relación laboral",7,se enumeran artículos pero no se detalla si se trata de procedimiento o de forma,9,"se enumeran petitorios importantes como admitir representación, traslado de copias y admitir en forma y tiempo",8,60,0,180000, ,2021-02-16T23:09:17.096Z,2021-02-16T23:19:54.250Z,2021-02-16T23:19:54.462Z,2021-02-16T23:20:44.864Z
Laura Nuevos Expedientes,24,29,7,se dirige erroneamente al presidente de la junta; se enuncia actividad y acción principal solo en rubro,7,"se estipula prestaciones de forma sencilla, lo cual hace fácil la lectura pero no se detallan fechas",8,"se detallan los hechos básicos. lo que hace fácil la lectura, pero no se dan mas detalles que prueben la relación laboral",6,se enuncian de manera escueta algunos artículos pero es muy general lo que se menciona,8,se menciona petitorios importantes como dar entrada a la demanda y reconocer personalidad del representante,8,60,0,85000, ,2021-02-16T23:20:49.477Z,2021-02-16T23:25:45.209Z,2021-02-16T23:25:45.416Z,2021-02-16T23:25:57.516Z
Laura Nuevos Expedientes,24,30,7,"se especifican todos los detalles de manera adecuada, pero no se menciona el tipo de acción principal",6,"las prestaciones son enunciadas de manera correcta, pero no señala fechas y cita de forma innecesaria tesis",8,señala los hechos básicos y da algunos detalles sobre en dónde fue despedida y quien la despidió,7,señala los artículos relevantes pero no los clasifica en los que son de procedimiento y forma,8,se señalan los petitorios relevantes como admitir representación y admitir demanda así como notificar a los demandados,7,60,0,35000, ,2021-02-16T23:26:01.877Z,2021-02-16T23:35:59.316Z,2021-02-16T23:35:59.708Z,2021-02-16T23:36:17.421Z
Laura Nuevos Expedientes,24,31,6,no menciona apellidos de demandados y dirige el escrito al presidente de la junta de manera errónea,6,se señalan las prestaciones adecuadas pero de manera innecesaria se convierte esta sección el algo difícil de leer,8,"se señalan los datos básico de la demanda, pero no se detalla ningún otra cuestiones de la relación laboral",6,se cita de manera muy escueta y general algunos artículos relevantes del caso pero no todos,8,"se pide se admita el escrito en tiempo y forma, se reconozca la personalidad y otros relevantes",6,30,5,17000, ,2021-02-16T23:36:22.814Z,2021-02-17T00:07:39.086Z,2021-02-17T00:07:39.289Z,2021-02-17T00:07:57.600Z
Laura Nuevos Expedientes,24,32,6,"no está completo el apellido de uno de las demandados, no señala actividad y acción en el proemio",4,las prestaciones están compuestas solo de un párrafo donde se enumera el nombre de cada una,7,"se confunde con prestaciones, los demás hechos son basicos pero están completos; falta mayor detalle de la relación laboral",9,"se clasifican los artículos en los de proceso y forma, se mencionan los artículos relevantes",9,"se piden los petitorios relevantes como dar entrada al escrito, reconocer personalidad, entre otros relevantes",5,30,10,12000, ,2021-02-17T00:08:01.685Z,2021-02-17T00:12:40.740Z,2021-02-17T00:12:40.929Z,2021-02-17T00:12:58.673Z
Laura Nuevos Expedientes,24,33,8,se enuncian adecuadamente los aspectos relevantes; no contiene actividad ni acción principal en proemio pero si en rubro,8,"se enuncian adecuadamente las prestaciones, aunque no se especifica las fechas; se menciona la indemnización de forma supletoria",9,"se menciona los aspectos básicos de la demanda, ademas se estipula que se pagaba a través d una cuenta de banco",4,"se menciona unicamente el articulo de la constitución, sin ninguna especificación adicional de los artículos relevantes",6,se omiten petitorios importantes como la admisión de la personalidad de quien interpone la demanda,8,30,5,17000, ,2021-02-17T00:13:03.740Z,2021-02-17T00:20:16.992Z,2021-02-17T00:20:17.222Z,2021-02-17T00:20:34.222Z
Laura Nuevos Expedientes,24,34,6,"no se especifica uno de los apellidos de los demandados, se especifica actividad y acción pero no en proemio",6,se enumeran cada una de las prestaciones sin ninguna descripción ni fecha ni monto relevante,8,"se detallan hechos básicos y se dan detallas sobre el lugar en que trabajaba, el lugar de despido, las actividades realizadas; aunque se cita una tesis de forma innecesaria",9,se señalan los artículos relevantes de forma y los artículos de fondo de manera correcta,9,se señalan todos los petitorios relevantes del caso como la admisión de la personalidad y admitir el escrito,8,40,5,27000, ,2021-02-17T00:20:38.720Z,2021-02-17T00:26:09.048Z,2021-02-17T00:26:09.257Z,2021-02-17T00:26:23.085Z
Laura Nuevos Expedientes,24,36,6,cita de manera innecesaria una tesis en el proemio; los demás datos son correctos pero no menciona acción principal,7,"las prestaciones son un poco mas extensas de lo necesario, cita algunos periodos y montos ",8,"detalla los aspectos basicos de la demanda, ademas describe que existía un contrato laboral .",0,no hay apartado alguno donde se señalen los derechos aplicables al caso en cuestión .,6,"se mencionan algunos relevantes como el reconocimiento de la personalidad, no se pide que se admita el escrito en forma y tiempo",6,60,0,60000, ,2021-02-17T00:51:40.536Z,2021-02-17T00:58:10.950Z,2021-02-17T00:58:11.166Z,2021-02-17T00:58:29.565Z
Laura Nuevos Expedientes,24,37,7,"no se especifica código postal del domicilio del demandado, no se establece actividad y tipo de acción en proemio, solo en rubro",5,se enumeran de manera muy simple y sin mayor detalle descriptivo ni de fechas ni cantidades,6,se relatan las cuestiones básicas del caso pero se insertan tesis innecesarias que hacen difícil la lectura,9,se especifican los artículos que son relevantes para la forma y los que son importantes de fondo,8,se especifican los puntos petitorios relevantes como el admitir la demanda y reconocer la personalidad,7,60,5,125000, ,2021-02-17T00:58:33.855Z,2021-02-17T01:05:53.597Z,2021-02-17T01:05:53.779Z,2021-02-17T01:06:12.658Z
Laura Nuevos Expedientes,24,38,6,se estipula de forma adecuada los datos de identificación y se escribe la actividad y acción en rubro; se demanda al IMSS e infonavit,6,las prestaciones se enumeran de manera exagera y no se detallan; es una sección larga de forma no necesaria,7,"si bien se detallan los aspectos basicos, es una sección donde se insertan prestaciones y cuestionesque no son necesarias",9,se detalla adecuadamente cuáles son los artículos de fondo y cuáles son los de forma,9,se detalla adecuadamente los puntos petitorios pidiendo la admisión del escrito y reconocer la personalidad,6,30,5,22000, ,2021-02-17T01:06:17.652Z,2021-02-17T01:33:30.641Z,2021-02-17T01:33:30.831Z,2021-02-17T01:33:44.832Z
Laura Nuevos Expedientes,24,39,6,no están completos los apellidos de las demandadas que son personas físicas; los datos de identificación son correctos,6,se insertan tesis de manera muy innecesaria y hace de difícil lectura la parte de prestaciones,8,contiene los elementos básicos de los hechos aunque omite más detalles de la relación laboral,9,especifica artículos relevantes relativos a la forma y también los de procedimiento necesarios del caso,8,conetiene los elementos importantes como admitir escrito y admitir personalidad del que representa al actor,7,60,3,68000, ,2021-02-17T01:33:48.432Z,2021-02-17T01:45:02.749Z,2021-02-17T01:45:02.959Z,2021-02-17T01:45:15.136Z
Laura Nuevos Expedientes,24,40,7,se mencionan de manera precisa los datos de identificación pero no se menciona la acción principal,6,"se enumeran muchas prestaciones sin detalle alguno de descripción, periodos o montos en cuestion a la demanda",7,si bien se mencionan los datos basicos de la demanda y se especifica el salario; se confunde esta sección con la descripción de prestaciones,6,se mencionan algunos artículos generales pero no se presenta una lista exhaustiva de los artículos relevantes,6,se mencionan algunos petitorios pero se omite otros importantes como admitir en tiempo y forma el escrito,6,60,3,76000, ,2021-02-17T01:45:23.326Z,2021-02-17T01:50:52.618Z,2021-02-17T01:50:52.829Z,2021-02-17T01:51:29.431Z
Laura Nuevos Expedientes,24,41,8,se establecen las cuestiones básicas y los datos de identificación correctos. acción principal y actividad establecidas en rubro,8,"prestaciones debidamente nombradas, no se estipulas periodos o montos, unicamente horario sobre horas extra .",8,"se especifican datos mínimos, en ese sentido es una demanda completa, pero no se dan mayores detalles",7,se establecen artículos de fondo y forma pero no se clasifica cada una de estas categorías,9,se mencionan los puntos petitorios relevantes como admitir la demanda y reconocer la personalidad y citar a los demandados,8,40,5,31000, ,2021-02-18T01:37:41.664Z,2021-02-18T01:50:43.758Z,2021-02-18T01:50:43.954Z,2021-02-18T01:51:22.298Z
Laura Nuevos Expedientes,24,42,7,se establecen los datos precisos de identificación pero la demanda se dirige al presidenta de la junta,8,las prestaciones son nombradas de forma correcta pero no se establecen fechas ni periodos específicos,9,"los hechos mínimos se encuentran ahi y ademas menciona el contrato de trabajo existente, la tesis se menciona de forma no necesaria",7,"los derechos son mencionados adecuadamente, los artículos no son exhaustivos ni se clasifican en de forma o derecho",8,los puntos petitorios son los relevantes y se menciona admitir el escrito en tiempo y forma,8,45,5,46000, ,2021-02-18T01:51:25.880Z,2021-02-18T02:03:32.610Z,2021-02-18T02:03:32.789Z,2021-02-18T02:03:48.821Z
Laura Nuevos Expedientes,24,43,8,los datos de identificación son precisos y la actividad y acción principal son estipuladas aunque solo en rubro,8,"se menciona las prestaciones adecuadas, aunque no se establecen periodos ni se hacen cálculos de la indeminizacion ",8,"se establecen los detalles mínimos, aunque hace falta mayor detalle sobre la relación labor que hubo",7,"se presenta de manera general algunos artículos y el articulo de la constitución, no es exhaustivo",8,se mencionan los petitorios relevantes del caso y se pide la aceptación de la representación,8,30,10,9500, ,2021-02-18T02:03:52.309Z,2021-02-18T02:10:37.086Z,2021-02-18T02:10:37.283Z,2021-02-18T02:11:10.561Z
Laura Nuevos Expedientes,24,44,7,se encuentran bien especificados los datos de identificación pero se dirige la demanda al presidente de la junta,9,las prestaciones son correctamente enunciadas y se incluye una sección de llamar a terceros interesados,9,"la demanda contiene descripción de actividades desempeñadas, la existencia de contrato y lista de asistencia",7,"los artículos enunciados en esta demanda no son exhaustivos, no se mencionan los de forma y procedimiento ",7,"falta petitorio sobre admitir escrito en tiempo y forma, todos los demás son correctos .",9,30,10,21000, ,2021-02-18T02:11:13.693Z,2021-02-18T02:18:01.625Z,2021-02-18T02:18:01.947Z,2021-02-18T02:18:13.198Z
Laura Nuevos Expedientes,24,45,6,"falta uno de los apellidos del demandado, los demás aspectos son correctos y precisos, actividad y acción se incluyen",8,se enumerate decuadamente las prestaciones aunque no especifica fechas periodos o otros cálculos de la demanda,8,"se establece los hechos mínimos para el caso, no se dan detalles de la actividad laboral",7,se establecen los artículos de fondo y procedimiento pero no se clasifican en cada uno de ellos,8,"se detallan los petitorios adecuadamente, se pide reconocer personalidad y dar entrada a la demanda",7,30,10,4500, ,2021-02-18T02:18:16.867Z,2021-02-18T02:24:52.199Z,2021-02-18T02:24:52.372Z,2021-02-18T02:25:02.257Z
Laura Nuevos Expedientes,24,46,6,"se omite uno de los apellidos del demandado, se establece acción principal y actividad en rubro",8,se establecen las prestaciones de manera adecuada aunque no se estalecen periodos o se especifica mas,8,"los hechos mínimos se encuentran debidamente descritos, aunque falta mayor detalle de los hechos ocurridos",7,no es una lista exhaustiva de derechos ni artículos relavantes al caso pero se establecen algunos,8,se establecen todos los puntos petitorios relevantes como dar entrada a demanda y reconocer personalidad,7,30,10,4500, ,2021-02-18T02:25:06.004Z,2021-02-18T02:30:29.834Z,2021-02-18T02:30:30.012Z,2021-02-18T02:30:43.108Z
Laura Nuevos Expedientes,24,47,6,se indican todos los datos de identificación de manera precisa pero no se menciona el tipo de ación principal,5,"las prestaciones son demasiado extensas, si bien se incluyen periodos y eso lo hace mas preciso, también se escriben tesis que lo hacen mas confuso de leer",9,los hechos son descritos con detalle y mencionan datos del trabajador ademas de la relación laboral,6,no se detallan los artículos de forma y los de procedimiento y no se presenta una lista exhaustiva,8,se señalan los puntos petitorios necesarios y se pide la aceptación de representación así como del escrito,8,55,5,63000, ,2021-02-18T02:30:55.324Z,2021-02-18T02:40:07.497Z,2021-02-18T02:40:07.688Z,2021-02-18T02:52:10.916Z
